AU06_r,AU12_r
0.8145658100000003,1.06341252125
0.025367865240302212,0.02800875235143896
2.31719391304348,2.3413203260869566
0.07447612139004589,0.3832902830609213
1.8553598062015508,1.4529978217054262
0.7705451262886598,1.8106121391752574
0.6358494738916257,0.6056605300492611
1.4077195461422087,0.8092019349470498
1.2219269388489213,1.434006241007195
0.12079000965919828,0.777835157796452
0.5098146071428571,0.11461108346323678
2.808141879194631,3.29079
1.8615339639639648,3.003544234234234
1.4786500128534699,2.1817343187660665
0.2964104986069653,1.2448544941956887
1.1216735438066465,0.22289468170845966
