AU06_r,AU12_r
0.07381921618377785,0.48268792332065935
1.3078432576985417,1.4378430956239874
0.8687501461449947,0.9932149562715764
1.8976248253968255,2.852072000000001
0.026326967339375007,0.039738758689239484
0.5069533267838677,0.11644182260289704
1.505997975986278,0.8316034013722127
1.2471681545893718,2.125021859903381
0.6035375432727272,1.5467685999999998
2.783387802197803,3.1764474725274727
1.1055293386243386,0.2607171895383602
0.19264122130976147,0.9993579661354584
0.57945174,0.6063254915789473
2.032485161290323,1.8991719354838712
