AU06_r,AU12_r
0.02863631527301358,0.03633682642329028
1.1602829371657757,1.324057740641711
0.15751490764039483,0.9146385694581278
1.8777873809523808,1.7824748677248685
1.1138598295774647,0.2440407750577469
0.08877304082412774,0.4579606076190475
2.69995864864865,3.143902387387387
1.4790422893481718,0.8339005612082669
0.7221431325919593,0.7641351137724551
1.8156979281767964,2.731794668508286
0.5263744421888791,0.17263353784995727
0.5192974174750357,1.3791573466476459
1.092959082191781,2.0107715753424658
