AU06_r,AU12_r
0.07678650629838846,0.3895860109970674
0.8435072235528944,1.7541616766467065
1.077907512820513,0.22994686390455887
1.9369669888475842,2.9582007806691446
0.63207572417154,0.6464427826510721
0.02534157165658446,0.028581830498264682
1.4657063157894734,0.7657390501644736
2.1870481140350884,2.01654899122807
0.3325976975338346,1.2425355278195491
0.11410305196634746,0.7872702884615385
0.5030171219262295,0.1277769249866818
0.9044769052890533,1.0877801045510458
1.4603566480446937,1.4123998696461824
2.8353451315789475,3.2372319078947367
1.4498656547945203,2.2059866849315073
