AU06_r,AU12_r
0.02785861355520991,0.02610503834064193
1.4608709947643983,0.8319999808027922
1.882229726027398,3.0413139726027407
0.805412630642955,1.1239048618331058
0.08345583786979244,0.7687458572916667
0.5347415360406091,0.1262805948802046
0.772683098143236,1.8216570822281164
1.1745368134171912,0.1542211372976945
2.8486881159420294,3.2850375362318833
1.4718514304461938,2.2013137270341203
2.3220686931818193,2.3998845454545448
0.9431196583072103,0.605125421630094
0.27991104030150776,1.2368928978224458
1.2461361157323694,1.4382612296564203
0.06960151361908518,0.3691701213740458
1.8944536328125001,1.5178003125
0.5096453554555682,0.6531563442069741
