AU06_r,AU12_r
1.1999084822064061,1.4303029537366554
0.06429712407137356,0.3771209184313725
2.3295649431818193,2.393306761363636
2.832381267605634,3.2909916901408445
1.389916832298137,0.2727625983850931
0.543331610687023,0.6272860043620502
0.01927471836901329,0.026927392806761707
1.8371905818181822,1.5942995636363633
0.09884632253768955,0.7708975035175879
0.42225716257309936,0.11249883144678496
0.7689341070422536,1.8397035492957743
1.5404736842105267,0.9152245583524028
0.8699801627543033,0.18377615787323986
1.4599245138888888,2.2195784722222225
0.23908272407843167,1.2523981450980393
0.7134125369030392,1.1425891128798842
1.8749170833333335,3.0305725462962965
1.0319154753577109,0.7691793481717011
