AU06_r,AU12_r
1.2597167689161552,1.4133216564417177
0.40206237272727263,0.07857660513896314
1.5223657762557077,2.5998254337899542
0.01676303761605824,0.02558694967928199
1.4724264592274678,0.8966534377682404
0.08196216634133718,0.7637512526096033
2.960569056603774,3.3079324528301894
0.9841396645569624,0.6859373591772152
1.5084395356037148,1.975494148606812
0.7855142410958905,1.835867123287671
0.05396086963614388,0.3687829448946515
0.8792135009140762,0.13424076329250512
1.9493172772277232,1.4596372574257424
2.074064850299401,3.1795534131736543
0.8120870876033057,1.1968977685950413
2.3497301123595524,2.4220971348314606
1.404023737704918,0.27581600996721295
0.24369105012500014,1.2863729375000004
0.5104018186813187,0.474690885989011
0.5225070589147287,0.8687036418604652
