AU12_r,sigmas
0.9963432462587105,[[ 0.12798719]]
0.0331348202579907,[[ 0.00042419]]
0.1640685371012922,[[ 0.00610346]]
0.4775369385005086,[[ 0.03554592]]
5.967762556822031e-05,[[  2.19102847e-06]]
2.1015736951124793,[[ 0.52843083]]
