AU12_r,sigmas
0.025215286273314604,[[ 0.00022096]]
1.2142493048812075,[[ 0.14689499]]
5.896067241480339e-05,[[  2.18756311e-06]]
2.3796852913632045,[[ 0.40922512]]
0.3133042491622958,[[ 0.01511388]]
0.10816775318164673,[[ 0.00248291]]
0.6806186531209653,[[ 0.05515164]]
