AU12_r,sigmas
6.167036532734373e-05,[[  2.20055186e-06]]
0.8848300474800597,[[ 0.12503891]]
1.9868957509107699,[[ 0.5636454]]
0.061666794742273746,[[ 0.00171279]]
0.34230336840091174,[[ 0.0269059]]
