k,features,sil score,CH score
13,AU07_r_AU15_r,0.493878437879,2002928.48094
14,AU07_r_AU15_r,0.484645368298,2015272.95446
15,AU07_r_AU15_r,0.487174831596,2021252.08716
2,AU07_r_AU17_r,0.458599940894,1117375.01338
3,AU07_r_AU17_r,0.444969935759,1169261.12537
4,AU07_r_AU17_r,0.414928429508,1153382.84759
5,AU07_r_AU17_r,0.42632395758,1163187.96147
6,AU07_r_AU17_r,0.41787623602,1195272.60451
7,AU07_r_AU17_r,0.405230514145,1198419.97954
8,AU07_r_AU17_r,0.412414922388,1211127.22787
9,AU07_r_AU17_r,0.401253733541,1214771.54197
10,AU07_r_AU17_r,0.407681803187,1209848.23946
11,AU07_r_AU17_r,0.402400332949,1219472.43949
12,AU07_r_AU17_r,0.405650241542,1224468.54382
13,AU07_r_AU17_r,0.395712835907,1226781.28781
14,AU07_r_AU17_r,0.400922366332,1238015.75925
15,AU07_r_AU17_r,0.397791238356,1247949.77146
2,AU07_r_AU20_r,0.599772068455,2553501.40352
3,AU07_r_AU20_r,0.549163204206,2600782.83055
4,AU07_r_AU20_r,0.510081007248,2426736.12707
5,AU07_r_AU20_r,0.532157573423,2409071.54279
6,AU07_r_AU20_r,0.511184860167,2424692.41702
7,AU07_r_AU20_r,0.524194696832,2436757.72246
8,AU07_r_AU20_r,0.511311828048,2475665.85015
9,AU07_r_AU20_r,0.494016647721,2438732.13774
10,AU07_r_AU20_r,0.500577379181,2446212.48126
11,AU07_r_AU20_r,0.51068184279,2508692.52183
12,AU07_r_AU20_r,0.500643401763,2523734.73371
13,AU07_r_AU20_r,0.506256608496,2507915.75339
14,AU07_r_AU20_r,0.50881543632,2519601.17133
15,AU07_r_AU20_r,0.501950925047,2546065.87063
2,AU07_r_AU23_r,0.548005253561,1732962.28586
3,AU07_r_AU23_r,0.472785855286,1447070.48333
4,AU07_r_AU23_r,0.513961579656,1645632.29682
5,AU07_r_AU23_r,0.479118256352,1599743.01898
6,AU07_r_AU23_r,0.485599471571,1590921.1529
7,AU07_r_AU23_r,0.497618406948,1621752.5131
8,AU07_r_AU23_r,0.483588543503,1660867.54701
9,AU07_r_AU23_r,0.491697163838,1659763.80685
10,AU07_r_AU23_r,0.477869501079,1670126.52053
11,AU07_r_AU23_r,0.480619144663,1702105.40828
12,AU07_r_AU23_r,0.484834746637,1698851.82516
13,AU07_r_AU23_r,0.477270359503,1709340.39957
14,AU07_r_AU23_r,0.482563318284,1740938.13008
15,AU07_r_AU23_r,0.477915850774,1748321.07975
2,AU07_r_AU25_r,0.444402398257,907536.66391
3,AU07_r_AU25_r,0.451754483237,1077357.08945
4,AU07_r_AU25_r,0.460817231755,1214197.32134
5,AU07_r_AU25_r,0.423306914173,1167652.09341
6,AU07_r_AU25_r,0.414347795634,1154081.2469
7,AU07_r_AU25_r,0.436176073841,1222448.24763
8,AU07_r_AU25_r,0.437349385239,1223630.44291
9,AU07_r_AU25_r,0.421396712734,1209632.81537
10,AU07_r_AU25_r,0.423744238025,1210478.60219
11,AU07_r_AU25_r,0.420747198247,1223435.30455
12,AU07_r_AU25_r,0.427917036919,1244267.44072
13,AU07_r_AU25_r,0.42373638007,1239188.60367
14,AU07_r_AU25_r,0.42814008424,1244102.10191
15,AU07_r_AU25_r,0.419432545447,1248200.29662
2,AU07_r_AU26_r,0.484329598923,1287536.87595
3,AU07_r_AU26_r,0.462171707639,1224376.36157
4,AU07_r_AU26_r,0.441657419775,1266026.86548
5,AU07_r_AU26_r,0.452817420474,1257060.7234
6,AU07_r_AU26_r,0.436142547475,1224686.78771
7,AU07_r_AU26_r,0.432080854121,1259350.57288
8,AU07_r_AU26_r,0.440590200428,1274795.44554
9,AU07_r_AU26_r,0.429777661368,1262475.01558
10,AU07_r_AU26_r,0.42365060108,1272821.38657
11,AU07_r_AU26_r,0.426860438409,1270248.58344
12,AU07_r_AU26_r,0.433047623245,1279075.15659
13,AU07_r_AU26_r,0.424447380465,1276929.99471
14,AU07_r_AU26_r,0.421163332398,1285623.99197
15,AU07_r_AU26_r,0.42434848677,1292721.14348
2,AU07_r_AU45_r,0.522640986871,1487766.97533
3,AU07_r_AU45_r,0.527607715627,1378145.82002
4,AU07_r_AU45_r,0.502896403705,1554063.01636
5,AU07_r_AU45_r,0.463497185543,1466700.42816
6,AU07_r_AU45_r,0.473781348856,1458433.47886
7,AU07_r_AU45_r,0.488116351709,1525008.73129
8,AU07_r_AU45_r,0.469349757715,1523394.93536
9,AU07_r_AU45_r,0.477560273809,1521947.73591
10,AU07_r_AU45_r,0.4754706176,1531209.88023
11,AU07_r_AU45_r,0.466358896063,1541744.91977
12,AU07_r_AU45_r,0.472025430806,1543646.90435
13,AU07_r_AU45_r,0.478475250521,1558337.19735
14,AU07_r_AU45_r,0.47492336766,1561910.50693
15,AU07_r_AU45_r,0.467447928158,1580054.89365
2,AU09_r_AU10_r,0.546045725354,1962010.71259
3,AU09_r_AU10_r,0.507040783435,1902796.07241
4,AU09_r_AU10_r,0.472107231332,1702380.06099
5,AU09_r_AU10_r,0.496606760859,1778895.04912
6,AU09_r_AU10_r,0.474517970243,1746321.0576
7,AU09_r_AU10_r,0.490879628844,1797186.64833
8,AU09_r_AU10_r,0.468090039568,1768171.63325
9,AU09_r_AU10_r,0.480455020642,1762976.64674
10,AU09_r_AU10_r,0.48753086108,1780197.58813
11,AU09_r_AU10_r,0.47228426084,1790533.91835
12,AU09_r_AU10_r,0.484172519271,1816290.82336
13,AU09_r_AU10_r,0.487568644806,1816025.87822
14,AU09_r_AU10_r,0.476731201872,1827554.08404
15,AU09_r_AU10_r,0.481736096106,1841035.67083
2,AU09_r_AU12_r,0.576762351941,1817027.96244
3,AU09_r_AU12_r,0.507686557179,1921653.62915
4,AU09_r_AU12_r,0.467418362836,1784090.96822
5,AU09_r_AU12_r,0.49954384079,1940877.76979
6,AU09_r_AU12_r,0.470617176998,1938425.4444
7,AU09_r_AU12_r,0.485514864878,1934430.25862
8,AU09_r_AU12_r,0.467751483506,1941436.66281
9,AU09_r_AU12_r,0.472670592853,1928384.08829
10,AU09_r_AU12_r,0.486020487529,1959182.12719
11,AU09_r_AU12_r,0.469713139023,1987743.25378
12,AU09_r_AU12_r,0.455760451702,1973641.10599
13,AU09_r_AU12_r,0.465938233137,1979568.36222
14,AU09_r_AU12_r,0.469323967096,1998512.34757
15,AU09_r_AU12_r,0.47103045256,1996912.67483
2,AU09_r_AU14_r,0.552410647934,2054810.78959
3,AU09_r_AU14_r,0.513624886042,2034385.71907
4,AU09_r_AU14_r,0.4785477269,1852598.29272
5,AU09_r_AU14_r,0.50500438594,1953082.28875
6,AU09_r_AU14_r,0.479391364458,1943800.63884
7,AU09_r_AU14_r,0.495953687889,1948879.60681
8,AU09_r_AU14_r,0.475497319483,1948729.10583
9,AU09_r_AU14_r,0.478940267086,1926140.73186
10,AU09_r_AU14_r,0.489549627741,1939452.17069
11,AU09_r_AU14_r,0.480168825155,1974503.68142
12,AU09_r_AU14_r,0.465780831828,1966345.68927
13,AU09_r_AU14_r,0.471805898557,1977362.51499
14,AU09_r_AU14_r,0.479252575551,1999720.88054
15,AU09_r_AU14_r,0.467999092249,2005094.1846
2,AU09_r_AU15_r,0.689289576786,785336.039286
3,AU09_r_AU15_r,0.664055049224,933006.482468
4,AU09_r_AU15_r,0.634373121608,1040098.01696
5,AU09_r_AU15_r,0.608047405438,1100826.7242
6,AU09_r_AU15_r,0.607399592328,1151305.45714
7,AU09_r_AU15_r,0.586447941118,1143620.86767
8,AU09_r_AU15_r,0.590837715658,1165774.33716
9,AU09_r_AU15_r,0.58881615652,1186863.29654
10,AU09_r_AU15_r,0.593811158185,1208036.82178
11,AU09_r_AU15_r,0.584587455667,1230214.02524
12,AU09_r_AU15_r,0.574288865237,1242374.12205
13,AU09_r_AU15_r,0.583024969871,1255868.04789
14,AU09_r_AU15_r,0.579010456127,1267721.76651
15,AU09_r_AU15_r,0.577092840939,1270513.68208
2,AU09_r_AU17_r,0.554267949491,1509784.15321
3,AU09_r_AU17_r,0.481313850807,1371151.62173
4,AU09_r_AU17_r,0.509863012308,1377326.4584
5,AU09_r_AU17_r,0.474598791928,1428426.56571
6,AU09_r_AU17_r,0.446776910684,1383943.36701
7,AU09_r_AU17_r,0.464541671977,1424879.15994
8,AU09_r_AU17_r,0.466289469717,1419219.6697
9,AU09_r_AU17_r,0.45147124538,1435430.3554
10,AU09_r_AU17_r,0.462100835376,1479961.8876
11,AU09_r_AU17_r,0.448117636277,1488808.67077
12,AU09_r_AU17_r,0.456878633818,1503551.01707
13,AU09_r_AU17_r,0.460651803139,1523472.84408
14,AU09_r_AU17_r,0.449093587446,1537622.93092
15,AU09_r_AU17_r,0.455721486999,1534472.32526
2,AU09_r_AU20_r,0.661965948995,824670.893618
3,AU09_r_AU20_r,0.65447798302,1121046.63051
4,AU09_r_AU20_r,0.619189215294,1197447.33878
5,AU09_r_AU20_r,0.618267729645,1257986.36003
6,AU09_r_AU20_r,0.602454017719,1280506.02336
7,AU09_r_AU20_r,0.60060591955,1284038.50738
8,AU09_r_AU20_r,0.608558042472,1288333.53796
9,AU09_r_AU20_r,0.590307456725,1305846.91593
10,AU09_r_AU20_r,0.596821271269,1326875.02598
11,AU09_r_AU20_r,0.595483557631,1347650.63342
12,AU09_r_AU20_r,0.589542519619,1367214.2022
13,AU09_r_AU20_r,0.589650705118,1379396.64012
14,AU09_r_AU20_r,0.590383521229,1398259.25853
15,AU09_r_AU20_r,0.582844871084,1417685.587
2,AU09_r_AU23_r,0.652413454776,1086846.04943
3,AU09_r_AU23_r,0.631559255481,1087313.47105
4,AU09_r_AU23_r,0.603938598427,1205300.75201
5,AU09_r_AU23_r,0.58691594624,1259168.24694
6,AU09_r_AU23_r,0.583023786642,1330989.75314
7,AU09_r_AU23_r,0.565138156311,1322916.3801
8,AU09_r_AU23_r,0.567392289193,1351663.18312
9,AU09_r_AU23_r,0.566433744209,1401510.05653
10,AU09_r_AU23_r,0.575498453394,1418020.10764
11,AU09_r_AU23_r,0.567313824246,1452848.97786
12,AU09_r_AU23_r,0.557040428523,1465599.16904
13,AU09_r_AU23_r,0.556260921379,1473178.55761
14,AU09_r_AU23_r,0.563608819597,1498277.76961
15,AU09_r_AU23_r,0.564904771367,1506623.99287
2,AU09_r_AU25_r,0.604595314771,2276364.99954
3,AU09_r_AU25_r,0.543393131463,2186763.25278
4,AU09_r_AU25_r,0.498952304077,1990720.69788
5,AU09_r_AU25_r,0.527359509676,2075349.95834
6,AU09_r_AU25_r,0.494477754807,2062077.76796
7,AU09_r_AU25_r,0.507750655628,2056190.3525
8,AU09_r_AU25_r,0.484477967497,2058326.04815
9,AU09_r_AU25_r,0.493093718247,2030950.98337
10,AU09_r_AU25_r,0.501745548207,2037921.51844
11,AU09_r_AU25_r,0.487076646687,2070656.46924
12,AU09_r_AU25_r,0.473910164291,2057946.22472
13,AU09_r_AU25_r,0.477649102649,2074686.50976
14,AU09_r_AU25_r,0.485630216351,2094806.43243
15,AU09_r_AU25_r,0.473086008362,2091042.83092
2,AU09_r_AU26_r,0.560080775821,1458596.97648
3,AU09_r_AU26_r,0.486594898728,1233611.32911
4,AU09_r_AU26_r,0.529596040421,1485417.84122
5,AU09_r_AU26_r,0.496604372156,1506001.01495
6,AU09_r_AU26_r,0.503695494737,1495979.99113
7,AU09_r_AU26_r,0.485776025642,1519632.53759
8,AU09_r_AU26_r,0.49925420783,1563767.26832
9,AU09_r_AU26_r,0.481188757049,1581939.01641
10,AU09_r_AU26_r,0.482550273895,1583678.46798
11,AU09_r_AU26_r,0.493261849537,1609806.15819
12,AU09_r_AU26_r,0.485677660111,1645987.10671
13,AU09_r_AU26_r,0.47082407043,1646524.36715
14,AU09_r_AU26_r,0.478083012022,1645289.43759
15,AU09_r_AU26_r,0.479036252549,1651304.623
2,AU09_r_AU45_r,0.634142750044,1306886.31666
3,AU09_r_AU45_r,0.611592398578,1253640.15633
4,AU09_r_AU45_r,0.586849381033,1457891.93346
5,AU09_r_AU45_r,0.549710505951,1439965.65268
6,AU09_r_AU45_r,0.562947459029,1539662.0891
7,AU09_r_AU45_r,0.544249469201,1550474.06539
8,AU09_r_AU45_r,0.555048992344,1563105.90703
9,AU09_r_AU45_r,0.551574438753,1589450.18677
10,AU09_r_AU45_r,0.547286262254,1636051.3314
11,AU09_r_AU45_r,0.555829481408,1648180.72701
12,AU09_r_AU45_r,0.546251600416,1672963.47781
13,AU09_r_AU45_r,0.545115625869,1695071.11349
14,AU09_r_AU45_r,0.536262094777,1691393.53934
15,AU09_r_AU45_r,0.541361305467,1697505.1391
2,AU10_r_AU12_r,0.490785391366,1382524.12504
3,AU10_r_AU12_r,0.424214598363,1344866.70684
4,AU10_r_AU12_r,0.422300220788,1301780.82973
5,AU10_r_AU12_r,0.421153068924,1324992.43275
6,AU10_r_AU12_r,0.41106848852,1290273.92527
7,AU10_r_AU12_r,0.410400494452,1274073.89052
8,AU10_r_AU12_r,0.418524646418,1307108.60949
9,AU10_r_AU12_r,0.414490550585,1290682.6546
10,AU10_r_AU12_r,0.415198225626,1299452.23074
11,AU10_r_AU12_r,0.415420247259,1297256.26022
12,AU10_r_AU12_r,0.4168276558,1288876.26342
13,AU10_r_AU12_r,0.412544414772,1286073.78699
14,AU10_r_AU12_r,0.412978462023,1285778.28008
15,AU10_r_AU12_r,0.416982174153,1300862.86679
2,AU10_r_AU14_r,0.44082396984,1185250.52181
3,AU10_r_AU14_r,0.409343459141,1079367.63896
4,AU10_r_AU14_r,0.420298957997,1154287.25431
5,AU10_r_AU14_r,0.416393521888,1140548.03945
6,AU10_r_AU14_r,0.405441519628,1115756.69088
7,AU10_r_AU14_r,0.415149618653,1139080.91671
8,AU10_r_AU14_r,0.411202399864,1148506.86445
9,AU10_r_AU14_r,0.410424575756,1147869.99698
10,AU10_r_AU14_r,0.41252717906,1160676.28764
11,AU10_r_AU14_r,0.413429293199,1153844.41168
12,AU10_r_AU14_r,0.417561170917,1165329.59101
13,AU10_r_AU14_r,0.410943270115,1165194.79305
14,AU10_r_AU14_r,0.412723095942,1174154.68621
15,AU10_r_AU14_r,0.412007580832,1173128.2893
2,AU10_r_AU15_r,0.526595796912,1647656.13153
3,AU10_r_AU15_r,0.480150180888,1457678.78311
4,AU10_r_AU15_r,0.510657731147,1522397.25186
5,AU10_r_AU15_r,0.47772812544,1526206.49399
6,AU10_r_AU15_r,0.487156847547,1502564.66952
7,AU10_r_AU15_r,0.469520661906,1512200.70742
8,AU10_r_AU15_r,0.486135257721,1565501.7553
9,AU10_r_AU15_r,0.468046827803,1555178.86141
10,AU10_r_AU15_r,0.475824620793,1561923.37752
11,AU10_r_AU15_r,0.481807589735,1595980.52851
12,AU10_r_AU15_r,0.467836270671,1606853.12587
13,AU10_r_AU15_r,0.475674041965,1621469.41917
14,AU10_r_AU15_r,0.475884931865,1621077.74967
15,AU10_r_AU15_r,0.466852724276,1629932.02482
2,AU10_r_AU17_r,0.402198856626,893348.995049
3,AU10_r_AU17_r,0.426145906573,1047357.71008
4,AU10_r_AU17_r,0.385647440466,1017897.70108
5,AU10_r_AU17_r,0.398658433618,1032186.2171
6,AU10_r_AU17_r,0.402488820766,1065897.43162
7,AU10_r_AU17_r,0.386999274733,1057673.94612
8,AU10_r_AU17_r,0.390872374954,1076007.81168
9,AU10_r_AU17_r,0.390210167229,1086405.73344
10,AU10_r_AU17_r,0.392225491431,1079291.71441
11,AU10_r_AU17_r,0.385715140814,1088800.08247
12,AU10_r_AU17_r,0.389076341942,1097802.3042
13,AU10_r_AU17_r,0.390946594823,1102833.40218
14,AU10_r_AU17_r,0.388985565955,1108549.03785
15,AU10_r_AU17_r,0.385110694141,1109609.67766
2,AU10_r_AU20_r,0.550897719779,2142103.58284
3,AU10_r_AU20_r,0.510987450486,2173260.64334
4,AU10_r_AU20_r,0.475834813104,2008742.08404
5,AU10_r_AU20_r,0.502106239211,2033355.28462
6,AU10_r_AU20_r,0.483161551692,2051252.77025
7,AU10_r_AU20_r,0.500955541297,2089601.85767
8,AU10_r_AU20_r,0.482102983714,2107517.96341
9,AU10_r_AU20_r,0.493002605896,2068981.49151
10,AU10_r_AU20_r,0.499802156194,2097215.1793
11,AU10_r_AU20_r,0.489055264822,2159877.27476
12,AU10_r_AU20_r,0.47806321087,2160779.78408
13,AU10_r_AU20_r,0.482877075977,2160754.90311
14,AU10_r_AU20_r,0.485022381337,2170851.1459
15,AU10_r_AU20_r,0.476234895347,2181333.72465
2,AU10_r_AU23_r,0.496729590609,1414255.28458
3,AU10_r_AU23_r,0.506032315142,1191157.95505
4,AU10_r_AU23_r,0.481177818085,1395598.78279
5,AU10_r_AU23_r,0.444555312775,1338020.77169
6,AU10_r_AU23_r,0.462899279677,1402325.74424
7,AU10_r_AU23_r,0.475119726798,1398825.4245
8,AU10_r_AU23_r,0.461402970291,1430588.8968
9,AU10_r_AU23_r,0.471838332561,1447405.98175
10,AU10_r_AU23_r,0.470554873245,1451675.94221
11,AU10_r_AU23_r,0.460652835758,1478896.05741
12,AU10_r_AU23_r,0.464468300955,1474359.58958
13,AU10_r_AU23_r,0.469101607024,1485992.2157
14,AU10_r_AU23_r,0.459420919074,1510298.56358
15,AU10_r_AU23_r,0.464493864481,1508998.06067
2,AU10_r_AU25_r,0.457647559565,1037799.3916
3,AU10_r_AU25_r,0.410958935989,1091449.51753
4,AU10_r_AU25_r,0.428039107408,1172781.1791
5,AU10_r_AU25_r,0.419168002616,1150837.12208
6,AU10_r_AU25_r,0.403141932419,1124783.25551
7,AU10_r_AU25_r,0.415344811158,1158575.43759
8,AU10_r_AU25_r,0.416915452262,1186941.10184
9,AU10_r_AU25_r,0.414706101218,1169217.83078
10,AU10_r_AU25_r,0.410736354671,1169761.14878
11,AU10_r_AU25_r,0.407636119003,1174821.64628
12,AU10_r_AU25_r,0.409172000473,1191831.01539
13,AU10_r_AU25_r,0.403728065678,1189460.14055
14,AU10_r_AU25_r,0.405128430106,1195958.0159
15,AU10_r_AU25_r,0.409070074563,1203393.69658
2,AU10_r_AU26_r,0.427979060025,1033581.3132
3,AU10_r_AU26_r,0.437906440767,1077726.91106
4,AU10_r_AU26_r,0.412313111577,1107477.60137
5,AU10_r_AU26_r,0.42490060586,1118570.11999
6,AU10_r_AU26_r,0.419956224676,1097411.2942
7,AU10_r_AU26_r,0.407690937802,1116967.04126
8,AU10_r_AU26_r,0.416402233413,1139035.9538
9,AU10_r_AU26_r,0.417142321761,1132633.69384
10,AU10_r_AU26_r,0.404144265568,1138893.57171
11,AU10_r_AU26_r,0.409577128907,1142676.96829
12,AU10_r_AU26_r,0.413931684984,1156946.69093
13,AU10_r_AU26_r,0.419229214377,1157492.10311
14,AU10_r_AU26_r,0.410733173478,1162128.23692
15,AU10_r_AU26_r,0.41108030099,1174321.25188
2,AU10_r_AU45_r,0.469204276593,1206854.88554
3,AU10_r_AU45_r,0.495364261888,1183782.02612
4,AU10_r_AU45_r,0.461997391074,1311493.97767
5,AU10_r_AU45_r,0.469843608113,1250919.61846
6,AU10_r_AU45_r,0.440370482658,1268803.73445
7,AU10_r_AU45_r,0.455359700509,1295149.70887
8,AU10_r_AU45_r,0.437316828453,1287311.64918
9,AU10_r_AU45_r,0.448339009057,1300776.74286
10,AU10_r_AU45_r,0.451687997136,1325404.0912
11,AU10_r_AU45_r,0.437437952982,1321506.8011
12,AU10_r_AU45_r,0.443245908128,1328105.53276
13,AU10_r_AU45_r,0.450717725343,1339571.36336
14,AU10_r_AU45_r,0.450401151522,1354936.19659
15,AU10_r_AU45_r,0.439586047733,1361464.73308
2,AU12_r_AU14_r,0.468407212977,1230945.07173
3,AU12_r_AU14_r,0.454023581183,1198016.53498
4,AU12_r_AU14_r,0.414312733872,1173478.77237
5,AU12_r_AU14_r,0.433240353446,1257069.27674
6,AU12_r_AU14_r,0.42137701439,1226020.00539
7,AU12_r_AU14_r,0.42078789825,1233426.72661
8,AU12_r_AU14_r,0.420612411826,1225848.31289
9,AU12_r_AU14_r,0.421189186507,1223818.97965
10,AU12_r_AU14_r,0.420279094524,1218510.08911
11,AU12_r_AU14_r,0.416379673454,1221091.96833
12,AU12_r_AU14_r,0.418614695147,1214408.25517
13,AU12_r_AU14_r,0.418406178898,1214777.30815
14,AU12_r_AU14_r,0.415472240554,1214524.37962
15,AU12_r_AU14_r,0.419258034382,1222836.59379
2,AU12_r_AU15_r,0.561771735059,1582330.37687
3,AU12_r_AU15_r,0.4869364329,1544639.28367
4,AU12_r_AU15_r,0.51958053475,1630924.98414
5,AU12_r_AU15_r,0.484156148736,1732532.58474
6,AU12_r_AU15_r,0.493855966931,1709874.58547
7,AU12_r_AU15_r,0.471020702958,1769870.56595
8,AU12_r_AU15_r,0.484318622463,1787610.3908
9,AU12_r_AU15_r,0.469845757356,1821015.19798
10,AU12_r_AU15_r,0.47434118798,1816457.60868
11,AU12_r_AU15_r,0.483537801882,1838295.53965
12,AU12_r_AU15_r,0.471114644598,1878202.11187
13,AU12_r_AU15_r,0.456266593104,1873181.61569
14,AU12_r_AU15_r,0.460647540902,1886934.30472
15,AU12_r_AU15_r,0.467243639575,1895947.15211
2,AU12_r_AU17_r,0.453152235577,925385.700948
3,AU12_r_AU17_r,0.438439472691,1127717.17216
4,AU12_r_AU17_r,0.413542644142,1186661.25561
5,AU12_r_AU17_r,0.399380605528,1183956.01834
6,AU12_r_AU17_r,0.406738988539,1187092.63335
7,AU12_r_AU17_r,0.398441463988,1218999.44961
8,AU12_r_AU17_r,0.386950864301,1202857.39065
9,AU12_r_AU17_r,0.390663688985,1215932.36424
10,AU12_r_AU17_r,0.386599830119,1222761.17655
11,AU12_r_AU17_r,0.389400038538,1222120.87398
12,AU12_r_AU17_r,0.383437634176,1215156.9103
13,AU12_r_AU17_r,0.385130523956,1218808.46184
14,AU12_r_AU17_r,0.388771351545,1224080.35301
15,AU12_r_AU17_r,0.387902587117,1244618.57155
2,AU12_r_AU20_r,0.584418057439,1978883.9499
3,AU12_r_AU20_r,0.521795203215,2224703.82851
4,AU12_r_AU20_r,0.480607902597,2169114.13029
5,AU12_r_AU20_r,0.510994633979,2208171.85322
6,AU12_r_AU20_r,0.487526954817,2275709.28558
7,AU12_r_AU20_r,0.469937918306,2237263.77676
8,AU12_r_AU20_r,0.486004162795,2300605.97685
9,AU12_r_AU20_r,0.468617769474,2271775.5174
10,AU12_r_AU20_r,0.475703415523,2282054.60631
11,AU12_r_AU20_r,0.491376301055,2338972.86729
12,AU12_r_AU20_r,0.477700695436,2359028.31019
13,AU12_r_AU20_r,0.483157962814,2353347.67092
14,AU12_r_AU20_r,0.473320356134,2363773.64538
15,AU12_r_AU20_r,0.478842705572,2392465.01776
2,AU12_r_AU23_r,0.540280549034,1385176.89955
3,AU12_r_AU23_r,0.455161856307,1271582.77758
4,AU12_r_AU23_r,0.493886322619,1463742.09192
5,AU12_r_AU23_r,0.456527280579,1469066.2944
6,AU12_r_AU23_r,0.471438168996,1485132.29093
7,AU12_r_AU23_r,0.447723722732,1473887.93866
8,AU12_r_AU23_r,0.4593555586,1521281.87236
9,AU12_r_AU23_r,0.46844333985,1530176.8151
10,AU12_r_AU23_r,0.456278832693,1548786.017
11,AU12_r_AU23_r,0.462939514606,1573260.06491
12,AU12_r_AU23_r,0.467967675173,1569983.54821
13,AU12_r_AU23_r,0.457454826144,1584450.42921
14,AU12_r_AU23_r,0.461786771388,1604222.10979
15,AU12_r_AU23_r,0.4507133003,1601406.80846
2,AU12_r_AU25_r,0.50948316128,1118056.17713
3,AU12_r_AU25_r,0.439006057636,1126887.73031
4,AU12_r_AU25_r,0.430622887956,1267218.10837
5,AU12_r_AU25_r,0.409422354537,1198183.5541
6,AU12_r_AU25_r,0.408896344325,1210716.20749
7,AU12_r_AU25_r,0.412805743849,1190531.75252
8,AU12_r_AU25_r,0.398614638235,1213125.23214
9,AU12_r_AU25_r,0.406964436051,1239088.35588
10,AU12_r_AU25_r,0.403531534729,1228563.5962
11,AU12_r_AU25_r,0.392410193007,1223255.34681
12,AU12_r_AU25_r,0.39288284772,1229165.18371
13,AU12_r_AU25_r,0.396341353533,1242602.26559
14,AU12_r_AU25_r,0.399978116679,1247435.09379
15,AU12_r_AU25_r,0.396911478566,1246757.62904
2,AU12_r_AU26_r,0.469052417067,1037109.25341
3,AU12_r_AU26_r,0.438022670392,1126625.51295
4,AU12_r_AU26_r,0.42661550142,1240531.11047
5,AU12_r_AU26_r,0.408727935655,1175485.65521
6,AU12_r_AU26_r,0.394536778101,1183331.30725
7,AU12_r_AU26_r,0.413574505926,1238008.99489
8,AU12_r_AU26_r,0.415623059873,1219519.6815
9,AU12_r_AU26_r,0.398954266961,1216154.44847
10,AU12_r_AU26_r,0.402606456402,1233776.85867
11,AU12_r_AU26_r,0.406692188268,1229366.02831
12,AU12_r_AU26_r,0.410437094255,1237754.84599
13,AU12_r_AU26_r,0.403333377641,1244059.30068
14,AU12_r_AU26_r,0.400792941261,1252334.10691
15,AU12_r_AU26_r,0.402520581837,1252858.14868
2,AU12_r_AU45_r,0.517351481037,1204237.46508
3,AU12_r_AU45_r,0.507937904826,1153554.25342
4,AU12_r_AU45_r,0.480801038117,1407064.98328
5,AU12_r_AU45_r,0.439372337482,1367917.48977
6,AU12_r_AU45_r,0.452043246817,1384054.9018
7,AU12_r_AU45_r,0.46270730941,1370471.97515
8,AU12_r_AU45_r,0.439340367154,1378859.19233
9,AU12_r_AU45_r,0.447248236008,1379931.64901
10,AU12_r_AU45_r,0.449518444147,1380354.40849
11,AU12_r_AU45_r,0.440660262092,1391991.04184
12,AU12_r_AU45_r,0.444733139249,1400384.13171
13,AU12_r_AU45_r,0.448372293649,1407693.55009
14,AU12_r_AU45_r,0.436866573701,1407208.10432
15,AU12_r_AU45_r,0.43568878518,1406060.19866
2,AU14_r_AU15_r,0.542181161083,1788275.74856
3,AU14_r_AU15_r,0.496466182582,1648261.2658
4,AU14_r_AU15_r,0.520670785297,1595281.21955
5,AU14_r_AU15_r,0.491384247221,1646492.62424
6,AU14_r_AU15_r,0.467781383549,1583840.55985
7,AU14_r_AU15_r,0.479321474678,1613010.88075
8,AU14_r_AU15_r,0.492651006424,1618494.59302
9,AU14_r_AU15_r,0.476598915601,1632373.08879
10,AU14_r_AU15_r,0.475009307128,1636287.41602
11,AU14_r_AU15_r,0.477401870762,1640122.88823
12,AU14_r_AU15_r,0.485125381262,1655630.63809
13,AU14_r_AU15_r,0.475762396934,1690186.54805
14,AU14_r_AU15_r,0.464697329567,1687856.09336
15,AU14_r_AU15_r,0.464560282986,1694054.61999
2,AU14_r_AU17_r,0.423482720479,1021108.07673
3,AU14_r_AU17_r,0.431356228037,1079180.60155
4,AU14_r_AU17_r,0.407257536727,1106383.19031
5,AU14_r_AU17_r,0.411630232829,1059041.10375
6,AU14_r_AU17_r,0.406256413167,1075969.11225
7,AU14_r_AU17_r,0.399117013828,1101773.60182
8,AU14_r_AU17_r,0.400918396327,1103778.41625
9,AU14_r_AU17_r,0.389976144728,1090936.45468
10,AU14_r_AU17_r,0.381539528012,1092423.57611
11,AU14_r_AU17_r,0.393121260933,1103798.702
12,AU14_r_AU17_r,0.395477610249,1122615.81085
13,AU14_r_AU17_r,0.396275470599,1112134.96396
14,AU14_r_AU17_r,0.389615930926,1111455.89169
15,AU14_r_AU17_r,0.384820055759,1118767.19528
2,AU14_r_AU20_r,0.565094989206,2250990.72606
3,AU14_r_AU20_r,0.529911065254,2364215.67892
4,AU14_r_AU20_r,0.496702259418,2253563.0475
5,AU14_r_AU20_r,0.516756022986,2142186.79758
6,AU14_r_AU20_r,0.496988309137,2187829.65617
7,AU14_r_AU20_r,0.511442752538,2186167.55976
